age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;y
24;admin.;single;high.school;no;yes;yes;telephone;jul;thu;354;1;999;0;nonexistent;no
24;admin.;single;university.degree;unknown;no;no;cellular;may;mon;220;1;999;1;failure;no
24;admin.;single;university.degree;no;yes;no;cellular;aug;thu;158;1;999;0;nonexistent;yes
24;admin.;single;professional.course;no;yes;no;cellular;jul;mon;357;1;999;0;nonexistent;no
24;admin.;single;professional.course;no;no;no;cellular;apr;mon;267;2;999;0;nonexistent;yes
24;admin.;married;high.school;no;yes;no;cellular;jul;mon;296;1;999;0;nonexistent;no
54;housemaid;unknown;basic.4y;no;yes;no;cellular;jul;wed;198;13;999;0;nonexistent;no
54;housemaid;married;basic.4y;unknown;no;no;cellular;jul;tue;522;2;999;0;nonexistent;no
54;housemaid;married;basic.9y;no;no;no;cellular;nov;wed;362;3;999;0;nonexistent;no
54;housemaid;married;university.degree;unknown;yes;no;cellular;aug;thu;297;1;999;0;nonexistent;no
54;housemaid;single;basic.9y;unknown;no;no;cellular;nov;mon;158;1;999;1;failure;no
54;housemaid;married;professional.course;no;no;no;telephone;oct;mon;187;2;999;0;nonexistent;no
54;housemaid;married;basic.4y;no;yes;no;cellular;aug;tue;133;2;999;0;nonexistent;no
54;housemaid;married;basic.4y;unknown;no;no;cellular;jul;mon;125;2;999;0;nonexistent;no
54;housemaid;divorced;basic.4y;unknown;yes;no;telephone;jun;fri;238;3;999;0;nonexistent;no
54;housemaid;married;basic.4y;no;no;no;cellular;aug;mon;72;2;999;0;nonexistent;no
52;self-employed;single;professional.course;no;no;yes;cellular;nov;thu;139;1;999;0;nonexistent;no
52;self-employed;married;basic.4y;unknown;yes;no;telephone;may;thu;228;1;999;0;nonexistent;no
52;self-employed;single;university.degree;unknown;no;no;telephone;may;wed;353;1;999;0;nonexistent;no
52;self-employed;married;university.degree;no;no;no;cellular;nov;wed;134;1;999;0;nonexistent;no
52;self-employed;married;basic.4y;unknown;no;yes;telephone;jun;thu;71;2;999;0;nonexistent;no
52;self-employed;married;university.degree;no;yes;no;telephone;jun;fri;32;1;999;0;nonexistent;no
52;self-employed;married;basic.4y;unknown;no;yes;telephone;jun;fri;381;2;999;0;nonexistent;yes
52;self-employed;single;university.degree;unknown;yes;no;telephone;jun;fri;73;1;999;0;nonexistent;no
52;self-employed;single;basic.4y;unknown;yes;no;telephone;may;thu;61;1;999;0;nonexistent;no
52;self-employed;single;university.degree;unknown;yes;no;telephone;may;thu;169;2;999;0;nonexistent;no
37;admin.;married;university.degree;no;yes;no;cellular;aug;tue;198;2;999;0;nonexistent;no
37;admin.;married;university.degree;no;yes;no;cellular;aug;tue;356;1;999;0;nonexistent;no
37;admin.;married;high.school;unknown;no;no;cellular;may;mon;547;1;999;0;nonexistent;no
37;admin.;single;university.degree;no;no;yes;cellular;aug;mon;220;2;999;0;nonexistent;no
37;admin.;single;university.degree;unknown;no;yes;cellular;jul;tue;133;4;999;0;nonexistent;no
37;admin.;divorced;university.degree;unknown;yes;no;cellular;may;mon;442;1;999;0;nonexistent;yes
37;admin.;divorced;high.school;no;no;no;telephone;may;thu;51;10;999;0;nonexistent;no
37;admin.;married;university.degree;no;no;no;cellular;aug;wed;426;3;999;0;nonexistent;no
37;admin.;divorced;high.school;no;no;no;cellular;jul;tue;81;4;999;0;nonexistent;no
37;admin.;single;university.degree;no;no;no;cellular;may;fri;104;2;999;1;failure;no
45;entrepreneur;married;university.degree;no;yes;no;cellular;jun;fri;247;3;999;0;nonexistent;no
45;entrepreneur;married;university.degree;no;yes;no;cellular;apr;thu;567;2;999;0;nonexistent;no
45;entrepreneur;divorced;university.degree;no;no;yes;cellular;jul;thu;216;1;999;0;nonexistent;no
45;entrepreneur;married;university.degree;unknown;no;no;telephone;jun;fri;49;4;999;0;nonexistent;no
45;entrepreneur;married;high.school;no;yes;no;telephone;jun;wed;126;2;999;0;nonexistent;no
45;entrepreneur;married;university.degree;no;yes;no;cellular;may;wed;1074;4;999;1;failure;yes
45;entrepreneur;married;unknown;no;no;no;telephone;jun;wed;46;16;999;0;nonexistent;no
45;entrepreneur;married;university.degree;no;no;no;cellular;apr;thu;82;1;999;0;nonexistent;no
45;entrepreneur;divorced;university.degree;no;unknown;unknown;cellular;may;fri;61;2;999;0;nonexistent;no
45;entrepreneur;married;university.degree;no;no;no;cellular;may;wed;139;6;999;0;nonexistent;no
51;technician;married;basic.9y;unknown;yes;no;cellular;jul;mon;114;1;999;0;nonexistent;no
51;technician;married;professional.course;no;yes;no;telephone;may;wed;113;2;999;0;nonexistent;no
51;technician;married;professional.course;no;yes;no;cellular;apr;thu;687;1;0;1;success;yes
51;technician;single;university.degree;no;no;no;cellular;jun;fri;657;1;999;0;nonexistent;yes
51;technician;married;university.degree;no;yes;no;cellular;jun;tue;303;1;10;1;success;yes
51;technician;married;professional.course;no;yes;no;cellular;nov;fri;229;2;999;0;nonexistent;no
51;technician;married;basic.6y;unknown;yes;yes;telephone;may;fri;168;1;999;0;nonexistent;no
51;technician;married;professional.course;unknown;no;no;telephone;may;tue;20;1;999;0;nonexistent;no
51;technician;married;professional.course;no;yes;no;cellular;aug;wed;300;2;999;0;nonexistent;no
51;technician;single;university.degree;no;yes;no;cellular;jun;fri;509;1;999;0;nonexistent;yes
68;retired;married;professional.course;no;no;no;cellular;oct;thu;76;1;999;1;failure;no
68;retired;married;high.school;no;yes;no;cellular;apr;mon;194;1;999;0;nonexistent;yes
68;retired;married;basic.4y;no;no;no;cellular;mar;thu;331;4;999;0;nonexistent;yes
68;retired;married;basic.4y;no;no;no;telephone;sep;tue;201;1;999;1;failure;no
68;retired;married;university.degree;no;yes;no;cellular;apr;fri;330;3;999;0;nonexistent;yes
68;retired;married;high.school;no;yes;no;cellular;oct;tue;88;1;999;2;failure;no
68;retired;single;university.degree;no;no;no;cellular;sep;mon;500;2;999;1;failure;no
68;retired;divorced;basic.4y;no;yes;no;cellular;mar;tue;277;2;11;1;success;yes
68;retired;married;professional.course;no;no;yes;cellular;may;thu;420;1;999;1;failure;yes
68;retired;married;basic.4y;no;yes;yes;cellular;may;fri;220;1;6;1;success;yes
29;admin.;single;university.degree;no;no;no;cellular;aug;wed;256;2;999;0;nonexistent;no
29;admin.;married;high.school;no;no;no;telephone;jun;mon;255;1;999;0;nonexistent;no
29;admin.;single;high.school;no;yes;no;telephone;may;mon;26;1;999;0;nonexistent;no
29;admin.;married;university.degree;no;no;yes;cellular;aug;thu;220;3;999;0;nonexistent;no
29;admin.;single;university.degree;no;no;no;telephone;may;thu;141;2;999;0;nonexistent;no
29;admin.;single;high.school;no;no;no;cellular;may;wed;290;1;999;0;nonexistent;no
29;admin.;single;university.degree;no;yes;no;cellular;aug;tue;67;1;999;0;nonexistent;no
29;admin.;single;university.degree;unknown;yes;no;cellular;may;fri;104;2;999;0;nonexistent;no
29;admin.;married;high.school;no;yes;no;telephone;jun;tue;186;1;999;0;nonexistent;no
29;admin.;single;university.degree;no;no;no;cellular;may;wed;132;2;999;0;nonexistent;no
78;unknown;married;unknown;no;yes;no;cellular;sep;wed;234;1;999;1;failure;yes
78;unknown;married;unknown;no;yes;no;cellular;sep;wed;95;1;999;0;nonexistent;no
39;unemployed;married;high.school;no;yes;no;telephone;may;fri;380;1;999;0;nonexistent;no
39;unemployed;single;high.school;no;yes;no;telephone;apr;mon;22;1;999;0;nonexistent;no
39;unemployed;single;basic.6y;no;no;no;telephone;jun;thu;238;2;999;0;nonexistent;no
39;unemployed;married;basic.4y;no;no;no;telephone;jun;mon;203;1;999;0;nonexistent;no
39;unemployed;married;high.school;no;no;no;cellular;may;wed;100;1;999;0;nonexistent;no
39;unemployed;single;university.degree;no;no;yes;telephone;may;wed;243;1;999;0;nonexistent;no
39;unemployed;married;basic.4y;no;no;no;cellular;may;thu;228;2;999;0;nonexistent;no
39;unemployed;married;university.degree;no;no;no;telephone;jun;fri;212;1;999;0;nonexistent;no
39;unemployed;married;university.degree;unknown;no;yes;cellular;aug;mon;84;2;999;0;nonexistent;no
39;unemployed;married;basic.9y;no;yes;no;cellular;nov;mon;63;1;999;0;nonexistent;no
58;retired;married;professional.course;unknown;no;yes;cellular;aug;mon;85;5;999;0;nonexistent;no
58;retired;married;basic.4y;no;no;no;cellular;sep;wed;394;1;999;0;nonexistent;yes
58;retired;married;basic.4y;no;yes;no;telephone;sep;thu;7;1;999;0;nonexistent;no
58;retired;married;basic.4y;no;no;no;telephone;jun;fri;407;2;999;0;nonexistent;no
58;retired;married;professional.course;no;yes;no;cellular;aug;wed;406;3;999;0;nonexistent;no
58;retired;married;high.school;unknown;yes;no;cellular;aug;thu;194;1;999;0;nonexistent;no
58;retired;divorced;university.degree;no;yes;no;cellular;apr;wed;48;1;999;0;nonexistent;no
58;retired;single;professional.course;no;yes;no;cellular;apr;wed;1288;3;999;0;nonexistent;yes
58;retired;married;high.school;no;no;no;cellular;aug;thu;144;1;999;0;nonexistent;no
58;retired;married;basic.4y;no;no;no;cellular;jul;tue;283;1;999;0;nonexistent;no
34;housemaid;married;university.degree;no;no;yes;cellular;aug;thu;1152;2;6;1;success;no
34;housemaid;married;high.school;unknown;yes;no;cellular;may;fri;106;1;999;1;failure;no
34;housemaid;married;university.degree;no;no;no;cellular;aug;thu;181;2;999;0;nonexistent;no
34;housemaid;married;high.school;no;no;no;telephone;may;tue;252;2;999;0;nonexistent;no
34;housemaid;divorced;basic.6y;no;no;no;telephone;may;fri;243;3;999;0;nonexistent;no
34;housemaid;single;university.degree;no;no;no;telephone;may;fri;62;2;999;0;nonexistent;no
34;housemaid;married;unknown;no;yes;no;cellular;aug;fri;314;2;999;0;nonexistent;no
34;housemaid;married;basic.6y;no;yes;no;telephone;may;mon;300;2;999;0;nonexistent;no
34;housemaid;divorced;university.degree;no;yes;yes;cellular;apr;fri;73;1;999;0;nonexistent;no
34;housemaid;married;high.school;unknown;no;no;cellular;may;wed;104;2;999;1;failure;no
50;blue-collar;married;basic.4y;unknown;no;no;telephone;may;fri;574;1;999;0;nonexistent;no
50;blue-collar;divorced;basic.9y;no;no;no;telephone;may;fri;878;3;999;0;nonexistent;no
50;blue-collar;married;basic.4y;no;no;no;cellular;jul;mon;1130;3;999;0;nonexistent;yes
50;blue-collar;married;basic.6y;unknown;yes;no;telephone;nov;mon;105;3;999;0;nonexistent;no
50;blue-collar;married;basic.4y;unknown;yes;no;cellular;aug;tue;204;1;999;0;nonexistent;no
50;blue-collar;married;basic.4y;unknown;no;no;telephone;may;thu;18;16;999;0;nonexistent;no
50;blue-collar;single;basic.9y;unknown;yes;no;telephone;may;tue;307;2;999;0;nonexistent;no
50;blue-collar;married;professional.course;no;yes;no;cellular;aug;mon;45;8;999;0;nonexistent;no
50;blue-collar;married;basic.4y;unknown;no;yes;telephone;may;tue;600;1;999;0;nonexistent;no
50;blue-collar;single;basic.4y;no;yes;no;telephone;may;mon;306;3;999;0;nonexistent;no
36;entrepreneur;married;high.school;no;yes;no;telephone;jun;mon;112;4;999;0;nonexistent;no
36;entrepreneur;married;university.degree;no;no;no;telephone;may;wed;386;3;999;0;nonexistent;no
36;entrepreneur;single;university.degree;no;yes;no;cellular;nov;wed;115;2;999;0;nonexistent;no
36;entrepreneur;married;basic.9y;no;yes;no;cellular;apr;fri;273;2;999;1;failure;no
36;entrepreneur;married;basic.6y;no;yes;no;telephone;may;tue;284;2;999;0;nonexistent;no
36;entrepreneur;married;high.school;no;yes;yes;cellular;may;mon;102;1;999;0;nonexistent;no
36;entrepreneur;married;high.school;no;no;yes;cellular;nov;mon;41;1;999;0;nonexistent;no
36;entrepreneur;married;unknown;unknown;yes;no;cellular;jul;mon;44;3;999;0;nonexistent;no
36;entrepreneur;married;unknown;unknown;yes;no;telephone;may;fri;181;1;999;0;nonexistent;no
36;entrepreneur;married;university.degree;no;no;no;cellular;jul;wed;638;2;999;0;nonexistent;yes
50;housemaid;divorced;high.school;unknown;yes;no;telephone;jun;wed;763;4;999;0;nonexistent;no
50;housemaid;single;unknown;no;no;no;telephone;jun;mon;741;4;999;0;nonexistent;yes
50;housemaid;married;basic.4y;no;no;yes;cellular;jul;wed;462;1;4;1;success;yes
50;housemaid;married;basic.4y;no;no;no;cellular;nov;tue;878;2;999;0;nonexistent;no
50;housemaid;married;unknown;no;no;no;cellular;aug;tue;287;3;999;0;nonexistent;no
50;housemaid;married;basic.9y;no;yes;no;cellular;may;mon;16;6;999;0;nonexistent;no
50;housemaid;married;basic.9y;unknown;yes;yes;telephone;may;wed;125;1;999;0;nonexistent;no
50;housemaid;married;unknown;no;yes;no;telephone;jun;thu;86;1;999;0;nonexistent;no
50;housemaid;married;basic.4y;no;no;no;cellular;aug;mon;343;1;999;0;nonexistent;no
50;housemaid;married;basic.4y;unknown;unknown;unknown;cellular;jul;fri;356;9;999;0;nonexistent;no
54;services;married;high.school;no;no;no;telephone;jul;wed;250;1;999;0;nonexistent;no
54;services;married;high.school;no;yes;no;telephone;nov;mon;56;1;999;0;nonexistent;no
54;services;married;high.school;no;no;no;cellular;jul;tue;152;1;999;0;nonexistent;no
54;services;divorced;high.school;no;no;no;telephone;jun;mon;113;3;999;0;nonexistent;no
54;services;divorced;high.school;no;yes;yes;cellular;oct;wed;178;4;3;1;success;yes
54;services;married;unknown;no;no;no;telephone;may;tue;192;1;999;0;nonexistent;no
54;services;divorced;high.school;unknown;no;no;telephone;may;wed;349;5;999;0;nonexistent;no
54;services;married;high.school;no;no;no;cellular;jul;wed;82;1;999;0;nonexistent;no
54;services;married;basic.4y;no;no;no;cellular;aug;wed;211;1;999;0;nonexistent;no
54;services;married;unknown;no;no;no;telephone;may;mon;400;1;999;0;nonexistent;no
51;unknown;married;unknown;unknown;yes;no;cellular;aug;fri;10;5;999;0;nonexistent;no
51;unknown;married;unknown;unknown;yes;no;cellular;aug;fri;165;2;999;0;nonexistent;no
40;self-employed;married;university.degree;no;no;no;cellular;apr;thu;187;10;999;0;nonexistent;no
40;self-employed;married;university.degree;no;yes;no;cellular;aug;thu;155;1;999;0;nonexistent;no
40;self-employed;married;high.school;unknown;no;no;telephone;may;mon;131;2;999;0;nonexistent;no
40;self-employed;married;basic.9y;unknown;no;no;cellular;nov;tue;53;1;999;1;failure;no
40;self-employed;married;professional.course;no;no;no;telephone;may;tue;119;1;999;0;nonexistent;no
40;self-employed;married;university.degree;no;no;no;cellular;aug;fri;81;3;999;0;nonexistent;no
40;self-employed;married;high.school;no;yes;no;telephone;jul;mon;79;1;999;0;nonexistent;no
40;self-employed;married;university.degree;no;no;no;cellular;nov;wed;210;1;999;0;nonexistent;no
40;self-employed;married;university.degree;no;no;no;cellular;apr;fri;625;3;999;0;nonexistent;no
40;self-employed;married;high.school;no;yes;no;cellular;jul;mon;51;7;999;0;nonexistent;no
67;retired;single;university.degree;no;yes;yes;cellular;mar;mon;70;22;999;0;nonexistent;no
67;retired;divorced;university.degree;no;yes;no;cellular;aug;wed;89;5;999;1;failure;no
67;retired;married;unknown;no;no;no;cellular;oct;thu;140;2;999;0;nonexistent;no
67;retired;married;basic.4y;no;yes;no;cellular;nov;thu;39;3;999;0;nonexistent;no
67;retired;married;professional.course;no;no;no;telephone;oct;mon;270;2;999;0;nonexistent;no
67;retired;married;basic.4y;no;no;no;cellular;aug;mon;300;3;999;0;nonexistent;no
67;retired;married;basic.4y;no;no;no;telephone;nov;fri;341;4;999;1;failure;no
67;retired;married;basic.4y;no;no;no;telephone;nov;mon;167;1;999;0;nonexistent;yes
67;retired;divorced;basic.4y;no;yes;no;cellular;oct;tue;218;1;999;1;failure;no
67;retired;married;professional.course;no;yes;yes;cellular;aug;mon;71;1;999;0;nonexistent;no
44;technician;divorced;professional.course;unknown;yes;no;cellular;apr;thu;172;2;999;0;nonexistent;no
44;technician;divorced;professional.course;no;yes;no;cellular;may;thu;245;3;999;0;nonexistent;no
44;technician;married;professional.course;no;no;no;telephone;may;mon;754;1;999;0;nonexistent;no
44;technician;divorced;professional.course;unknown;no;no;cellular;aug;wed;196;2;999;0;nonexistent;no
44;technician;married;professional.course;no;yes;no;cellular;aug;wed;27;9;999;0;nonexistent;no
44;technician;married;university.degree;no;yes;no;cellular;may;fri;662;2;2;1;success;yes
44;technician;divorced;professional.course;no;no;no;telephone;may;wed;445;1;999;0;nonexistent;no
44;technician;single;professional.course;no;yes;yes;cellular;jul;thu;123;1;999;0;nonexistent;no
44;technician;married;basic.4y;no;no;no;telephone;jun;mon;26;1;999;0;nonexistent;no
44;technician;divorced;university.degree;unknown;no;no;cellular;aug;tue;117;1;999;0;nonexistent;no
31;blue-collar;married;basic.6y;unknown;no;no;telephone;jun;wed;91;4;999;0;nonexistent;no
31;blue-collar;single;basic.4y;unknown;yes;no;cellular;jul;mon;153;3;999;0;nonexistent;no
31;blue-collar;single;professional.course;no;no;no;telephone;may;thu;99;3;999;0;nonexistent;no
31;blue-collar;single;high.school;no;yes;yes;telephone;jun;tue;440;1;999;0;nonexistent;no
31;blue-collar;single;professional.course;no;yes;no;cellular;jul;tue;825;13;999;0;nonexistent;no
31;blue-collar;single;high.school;no;yes;no;cellular;mar;tue;272;1;999;0;nonexistent;yes
31;blue-collar;married;basic.6y;no;yes;no;telephone;may;mon;212;2;999;0;nonexistent;no
31;blue-collar;married;basic.9y;no;yes;no;telephone;jun;mon;94;4;999;0;nonexistent;no
31;blue-collar;single;basic.9y;unknown;no;yes;telephone;jul;thu;70;3;999;0;nonexistent;no
31;blue-collar;married;basic.4y;no;no;no;cellular;nov;wed;374;2;999;0;nonexistent;no
22;management;single;university.degree;no;yes;no;cellular;apr;wed;179;2;999;0;nonexistent;no
36;management;single;university.degree;no;no;no;cellular;jul;mon;310;5;999;0;nonexistent;no
36;management;single;high.school;no;yes;no;cellular;apr;mon;508;1;999;0;nonexistent;no
36;management;married;university.degree;no;no;no;cellular;jun;tue;522;1;6;2;success;yes
36;management;married;unknown;no;no;no;cellular;jun;mon;98;2;999;0;nonexistent;no
36;management;single;high.school;no;no;no;cellular;apr;mon;150;2;999;0;nonexistent;no
36;management;married;basic.9y;no;no;no;telephone;may;fri;117;2;999;0;nonexistent;no
36;management;married;university.degree;no;no;yes;cellular;apr;wed;180;2;999;0;nonexistent;no
36;management;divorced;high.school;no;no;yes;cellular;nov;wed;709;2;999;0;nonexistent;yes
36;management;married;university.degree;no;yes;no;cellular;nov;wed;161;2;999;0;nonexistent;no
36;management;married;university.degree;no;yes;no;cellular;jul;thu;350;2;999;0;nonexistent;no
45;technician;married;professional.course;no;no;no;cellular;nov;wed;193;1;999;0;nonexistent;no
45;technician;single;professional.course;no;no;no;telephone;may;tue;113;2;999;0;nonexistent;no
45;technician;married;professional.course;unknown;no;no;telephone;may;wed;69;1;999;0;nonexistent;no
45;technician;married;university.degree;no;yes;no;cellular;nov;wed;278;1;999;0;nonexistent;no
45;technician;married;basic.9y;no;no;no;cellular;may;fri;144;3;999;0;nonexistent;no
45;technician;married;professional.course;unknown;no;no;cellular;aug;tue;122;1;999;0;nonexistent;no
45;technician;divorced;basic.9y;unknown;no;no;cellular;jul;wed;80;2;999;0;nonexistent;no
45;technician;divorced;professional.course;no;no;no;telephone;may;thu;87;7;999;0;nonexistent;no
45;technician;married;professional.course;unknown;no;no;cellular;aug;fri;46;4;999;0;nonexistent;no
45;technician;single;university.degree;no;yes;no;cellular;nov;fri;201;1;999;1;failure;no
67;housemaid;divorced;professional.course;no;no;no;cellular;aug;thu;350;1;6;2;success;yes
67;housemaid;divorced;professional.course;no;yes;no;cellular;nov;mon;655;2;5;5;success;yes
45;unemployed;divorced;basic.4y;no;yes;no;cellular;aug;wed;156;1;999;0;nonexistent;no
45;unemployed;married;university.degree;no;no;no;telephone;may;fri;191;1;999;0;nonexistent;no
45;unemployed;married;basic.9y;no;no;no;telephone;nov;thu;134;9;999;0;nonexistent;no
45;unemployed;married;basic.6y;unknown;no;no;telephone;may;mon;265;1;999;0;nonexistent;no
45;unemployed;married;university.degree;no;yes;no;cellular;jul;mon;122;2;999;0;nonexistent;no
45;unemployed;married;professional.course;unknown;no;no;cellular;sep;thu;679;1;999;0;nonexistent;yes
45;unemployed;married;basic.9y;no;yes;no;cellular;aug;wed;68;4;999;0;nonexistent;no
45;unemployed;married;basic.6y;unknown;no;no;cellular;jul;wed;211;2;999;0;nonexistent;no
45;unemployed;married;professional.course;unknown;no;no;telephone;sep;thu;1405;1;6;2;failure;yes
45;unemployed;married;university.degree;no;yes;no;telephone;jul;mon;363;3;999;0;nonexistent;no
49;unknown;unknown;unknown;unknown;yes;yes;cellular;jul;mon;49;9;999;0;nonexistent;no
49;unknown;married;high.school;unknown;yes;no;cellular;aug;tue;54;1;999;0;nonexistent;no
49;unknown;married;unknown;no;no;yes;telephone;jun;thu;188;1;999;0;nonexistent;no
49;unknown;married;unknown;unknown;yes;no;telephone;jun;mon;498;1;999;0;nonexistent;no
49;unknown;married;university.degree;no;yes;no;cellular;jul;wed;92;2;999;0;nonexistent;no
49;unknown;married;high.school;unknown;no;yes;cellular;aug;tue;144;2;999;0;nonexistent;no
49;unknown;married;unknown;unknown;yes;no;telephone;may;tue;288;1;999;0;nonexistent;no
49;unknown;married;high.school;unknown;no;no;cellular;aug;mon;192;6;999;0;nonexistent;no
49;unknown;married;basic.6y;no;no;no;telephone;jun;wed;152;9;999;0;nonexistent;no
49;unknown;married;high.school;unknown;yes;no;telephone;may;tue;43;1;999;0;nonexistent;no
46;technician;divorced;university.degree;no;no;no;telephone;jun;fri;1288;3;999;0;nonexistent;no
46;technician;married;professional.course;no;no;no;telephone;may;mon;29;3;999;0;nonexistent;no
46;technician;divorced;professional.course;no;no;no;telephone;jun;wed;53;2;999;0;nonexistent;no
46;technician;divorced;professional.course;no;yes;no;cellular;may;mon;214;2;999;0;nonexistent;no
46;technician;married;basic.9y;no;yes;no;cellular;nov;wed;354;2;999;0;nonexistent;no
46;technician;married;professional.course;unknown;yes;no;cellular;aug;thu;721;5;999;0;nonexistent;no
46;technician;single;basic.9y;no;no;no;cellular;apr;thu;221;2;999;1;failure;no
46;technician;married;professional.course;no;yes;no;cellular;apr;thu;369;2;999;0;nonexistent;yes
46;technician;married;university.degree;no;no;no;telephone;jul;wed;60;1;999;0;nonexistent;no
46;technician;married;university.degree;no;unknown;unknown;cellular;jul;wed;364;1;999;0;nonexistent;no
32;blue-collar;single;high.school;no;no;no;telephone;jul;thu;234;4;999;0;nonexistent;no
32;blue-collar;divorced;basic.4y;unknown;no;no;telephone;jun;mon;23;2;999;0;nonexistent;no
32;blue-collar;single;high.school;no;no;no;cellular;jun;mon;247;1;2;2;success;yes
32;blue-collar;married;professional.course;no;yes;no;telephone;may;mon;100;2;999;0;nonexistent;no
32;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;wed;162;1;999;0;nonexistent;no
32;blue-collar;married;professional.course;no;yes;no;telephone;jun;fri;446;1;999;0;nonexistent;no
32;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;fri;469;2;999;0;nonexistent;no
32;blue-collar;married;basic.9y;no;no;yes;cellular;jul;mon;102;2;999;0;nonexistent;no
32;blue-collar;married;basic.6y;no;no;yes;telephone;may;tue;60;1;999;0;nonexistent;no
32;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;fri;184;1;999;0;nonexistent;no
29;housemaid;married;high.school;no;no;no;telephone;may;fri;161;12;999;0;nonexistent;no
29;housemaid;married;university.degree;no;yes;no;cellular;aug;mon;155;2;999;0;nonexistent;no
29;housemaid;married;high.school;no;no;no;cellular;nov;thu;99;2;999;0;nonexistent;no
29;housemaid;married;high.school;no;yes;no;cellular;nov;thu;408;1;999;0;nonexistent;no
29;housemaid;single;high.school;no;no;no;cellular;nov;wed;786;1;999;0;nonexistent;yes
29;housemaid;single;university.degree;no;no;yes;telephone;nov;mon;201;1;999;0;nonexistent;yes
29;housemaid;single;high.school;no;yes;no;telephone;may;wed;178;3;999;0;nonexistent;no
29;housemaid;single;high.school;no;no;no;telephone;may;fri;125;1;999;0;nonexistent;no
29;housemaid;single;university.degree;no;no;no;cellular;nov;mon;257;1;999;0;nonexistent;no
29;housemaid;single;high.school;no;yes;no;cellular;nov;wed;993;1;999;0;nonexistent;yes
33;student;single;unknown;no;yes;yes;cellular;aug;tue;203;1;999;0;nonexistent;no
33;student;single;unknown;no;no;no;telephone;jun;fri;137;3;999;0;nonexistent;no
33;student;divorced;professional.course;no;no;no;cellular;aug;mon;1110;1;999;0;nonexistent;yes
33;student;married;professional.course;no;yes;no;telephone;nov;thu;112;1;999;0;nonexistent;yes
33;student;single;unknown;no;yes;no;cellular;nov;fri;353;2;999;1;failure;no
33;student;single;unknown;no;no;no;cellular;nov;mon;288;2;999;0;nonexistent;no
33;student;married;high.school;no;no;no;cellular;jul;wed;622;2;999;0;nonexistent;no
33;student;married;high.school;no;no;yes;cellular;jul;wed;73;3;999;0;nonexistent;no
34;unknown;married;basic.4y;no;no;no;telephone;apr;mon;151;3;999;0;nonexistent;no
34;unknown;married;basic.4y;no;no;yes;cellular;apr;fri;83;2;999;0;nonexistent;no
34;unknown;married;basic.4y;no;yes;no;cellular;apr;thu;477;2;999;0;nonexistent;no
34;unknown;married;unknown;unknown;no;no;cellular;aug;wed;245;3;999;0;nonexistent;no
34;unknown;married;basic.4y;no;yes;yes;cellular;apr;thu;94;1;999;0;nonexistent;no
34;unknown;divorced;basic.4y;no;no;no;cellular;nov;wed;73;1;999;0;nonexistent;no
34;unknown;married;basic.6y;no;yes;no;cellular;aug;wed;713;1;999;0;nonexistent;no
34;unknown;married;basic.4y;unknown;yes;no;telephone;may;tue;267;1;999;0;nonexistent;no
34;unknown;married;basic.4y;no;yes;no;cellular;apr;thu;328;1;999;0;nonexistent;yes
34;unknown;single;university.degree;no;no;no;telephone;oct;wed;85;1;999;0;nonexistent;no
41;unknown;married;basic.6y;unknown;no;no;telephone;may;mon;204;2;999;0;nonexistent;no
41;unknown;unknown;unknown;no;yes;no;cellular;jul;mon;91;13;999;0;nonexistent;no
41;unknown;married;unknown;no;yes;no;cellular;aug;mon;166;2;999;0;nonexistent;no
41;unknown;single;unknown;unknown;no;no;telephone;jun;mon;242;6;999;0;nonexistent;no
41;unknown;married;basic.6y;no;no;yes;telephone;jun;fri;220;4;999;0;nonexistent;no
41;unknown;single;unknown;unknown;yes;yes;telephone;jun;wed;66;2;999;0;nonexistent;no
41;unknown;single;basic.6y;unknown;no;yes;telephone;jun;mon;125;1;999;0;nonexistent;no
41;unknown;single;unknown;unknown;yes;no;telephone;jun;fri;94;2;999;0;nonexistent;no
41;unknown;married;unknown;no;yes;no;cellular;aug;tue;214;3;999;0;nonexistent;no
41;unknown;married;unknown;no;yes;yes;cellular;aug;mon;653;2;999;0;nonexistent;no
56;self-employed;married;basic.9y;no;unknown;unknown;cellular;aug;thu;141;1;999;0;nonexistent;no
56;self-employed;single;basic.9y;unknown;no;no;telephone;jun;thu;64;2;999;0;nonexistent;no
56;self-employed;married;university.degree;no;yes;no;telephone;jun;thu;390;15;999;0;nonexistent;no
56;self-employed;divorced;university.degree;unknown;no;no;telephone;apr;fri;42;1;999;0;nonexistent;no
56;self-employed;married;university.degree;no;no;no;cellular;apr;mon;83;3;999;1;failure;no
56;self-employed;married;basic.9y;no;yes;no;cellular;aug;thu;176;7;999;0;nonexistent;no
56;self-employed;married;basic.9y;unknown;no;no;cellular;jul;fri;571;1;999;0;nonexistent;no
56;self-employed;married;basic.9y;unknown;no;no;telephone;jul;fri;523;1;999;0;nonexistent;no
56;self-employed;married;professional.course;no;no;yes;telephone;jun;fri;13;40;999;0;nonexistent;no
56;self-employed;married;university.degree;no;no;no;cellular;jun;thu;754;3;999;0;nonexistent;no
